,sentence,sentiment,tokens,sentiment_code
7036,"@Iberia @SupermanlopezN Debería demandarlos, tras de todo le destruyen un trofeo. Desgraciados. Ya tengo referencia… https://t.co/HJGuwoYKKz",Negativa,iberio supermanlopezn deber demandar el destruir trofeo desgraciado referencia,-1
7037,Iberia apuesta al mercado argentino. https://t.co/eviwlBX3Ny,Neutra,iberio apostar mercado argentino,0
7038,Ryanair reclutará a tripulantes en Sevilla https://t.co/7xqJiyJHbf Via @elcorreoweb,Positiva,ryanair reclutacer tripulante sevillavia elcorreoweb,1
7039,"Vivimos en los años del 'Yo antes que nadie', 'Yo más listo que nadie', 'Yo me lo merezco todo' y el 'Yo no espero'… https://t.co/87TNUljvJG",Negativa,vivir año listo merezco esperar,-1
7040,@CORPOELECinfo buenos dias se presenta una falla en mi calle urb alto barinas sur calle iberia barinas edo barinas… https://t.co/y8F1B3aJN2,Negativa,corpoelecinfo presentar falla calle urb alto barina sur calle iberio barina edo barina,-1
7041,Aerolínea Iberia le devolvió la bicicleta a ‘Supermán’ López https://t.co/x7rZmS1kTG vía @BluRadioCo,Neutra,aerolinea iberio devolver bicicleta superman lopezvia bluradioco,0
7042,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/z7lHFtryso",Neutra,iberio destino click deseadme suerte holacolombio hola destino europeo precio,0
7043,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/tvJIW6BRDD",Neutra,iberio destino click deseadme suerte holacolombio hola destino europeo precio,0
7044,Anuncian expansión de Iberia en Puerto Rico https://t.co/Ju6SBN9cXg https://t.co/N8oke0H9AE,Negativa,anunciar expansion iberio puerto rico,-1
7045,@jonkortajarena Buffff... ni te cuento las veces que me las han perdido a mi!!! Pero siempre aparecen... tarde pero aparecen @Iberia,Negativa,jonkortajaren buffff contar perdido aparecer aparecer iberio,-1
7046,[VIDEO] Ryanair expulsa a una pasajera con la Guardia Civil por llevar una bolsita de mas. https://t.co/nkrwBoV553 https://t.co/FZosYFsrli,Negativa,video ryanair expulsir pasajero guardia civil bolsita,-1
7047,@Iberia Felicidades IBERIA.,Positiva,iberio felicidad iberio,1
7048,"La compañia Iberia ha retirado todos los productos catalanes de sus cartas. Mariano, no te hacen caso?. O el cinism… https://t.co/dDjufr5YJy",Negativa,compañia iberio retirado producto catalan carta mariano caso cinism,-1
7049,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/glQZ5lOSVD",Positiva,iberio destino click deseadme suerte holaargentin hola destino europeo precio,1
7050,"@negrowernicke Mirá yo compré un pasaje a Madrid para marzo y en Iberia me salía 18000 y en aerolíneas 22000. Cuatro lucas, es mucho.",Negativa,negrowernicke mira comprar pasaje madrid marzo iberio salir aerolinea luca,-1
7051,@Iberia a que mail os puedo escribir para realizar una consulta sobre un vuelo? ¡Gracias!,Neutra,iberio mail escribir consulta vuelo gracias,0
7052,Lamentable lo del viaje Santiago-Milán de esta tarde con @Ryanair. Una hora ya y siguen sin abrir la puerta de emba… https://t.co/l6oOTl2eeP,Negativa,lamentable viaje santiago milan ryanair hora seguir abrir puerta emba,-1
7053,Taxistas y @uatae_es ganan la batalla a los trayectos Barajas-Madrid publicitados en vuelos de Ryanair… https://t.co/hZOt9rdkmb,Neutra,taxista uataees ganar batalla trayecto baraja madrid publicitado vuelo ryanair,0
7054,. @Iberia dejará de volar a #GuineaEcuatorial a partir del 23 de enero https://t.co/vjTXi31LEq https://t.co/Ml1nAJ3QoF,Neutra,iberio dejar volar guineaecuatorial enero,0
7055,El colmo @Iberia no responde por las maletas de una amiga... https://t.co/CRpkmAE7lH @AerocivilCol quien se pronuncia?,Negativa,colmo iberio responder maleta amiga aerocivilcol pronunciar,-1
7056,Vuelo de @Ryanair aproximándose al #SeveBallesteros @AParayas en un bonito atardecer en #Santander https://t.co/JMhyTxk1Rv,Neutra,vuelo ryanair aproximar el seveballestero aparayas bonito atardecer santander,0
7057,"@Renfe vuelo cogido, gracias @Iberia 😘",Positiva,renfe vuelo cogido gracia iberio,1
7058,@Iberia ¡Muchas gracias! ¿No se puede pagar a plazos💵? 🤔#CMUOC,Neutra,iberio gracias pagar plazo cmuoc,0
7059,23 presidentes municipales asesinados en México durante este Gobierno – Noticias con Karla… https://t.co/7IA9siUYwc https://t.co/6yJD1xAMG6,Negativa,president municipal asesinado mexico gobierno noticia kar el,-1
7060,@Iberia me encantaría que me devuelvan el costo del servicio que no cumplieron y reclamé hace más de un mes. Gracias..,Negativa,iberio encantar devolver costo servicio cumplir reclame mes gracias,-1
7061,@titonakata @RubenSanchezTW @Iberia Cagarte en sus muerto minimo,Negativa,titonakata rubensancheztw iberio cagarte muerto minimo,-1
7062,@Ryanair Fuerteventura #TravelThursday,Neutra,ryanair fuerteventuro travelthursday,0
7063,"@Danipaquitof @nusca_ap Está estupendo. Para mi es, junto con la convocatoria de huelga en Iberia y/o Renfe, lo que… https://t.co/taSJUB1j4l",Negativa,danipaquitof nuscaap estupendo convocatoria huelgo iberio renfe,-1
7064,#HolaEuropa a París con @Iberia https://t.co/3CSSnqA32L,Neutra,holaeuropa paris iberio,0
7065,@Iberia Os acabo de mandar los datos. Gracias,Neutra,iberio acabo mandar dato gracias,0
7066,"Iberia Express celebra su Quinto Aniversario con una oferta única, 5.000 plazas a 5€ https://t.co/7FEb5B6rvQ https://t.co/7tng20TI0n",Positiva,iberio express celebrar quinto aniversario oferta unico plaza,1
7067,@nuriadgc @elnacionalcat Se habrá de investigar como un despacho de abogados de la familia de la Sra @nuriadgc Nuri… https://t.co/wmGV8a4yIR,Negativa,nuriadgc elnacionalcat investigar despacho abogado familia sra nuriadgc nuri,-1
7068,"@Iberia fue la primera vez que viaje, Madrid -Praga con mi hijo en navidades y la atencion fue excelente: sin fila… https://t.co/ZhSCVrz16c",Positiva,iberio viaje madrid prago hijo navidad atencion excelente fila,1
7069,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/DSZ2QCqCB3",Neutra,iberio destino click deseadme suerte holaargentin hola destino europeo precio,0
7070,"Llevo 3 intentos para sacar un billete en febrero.
Vuestra pagina da error continuamente cuando intento pagar.
Camb… https://t.co/lRQZi06Ev7",Negativa,llevar intento sacar billete febrero paginar error continuamente pagar camb,-1
7071,"#cosasdeaeropuertos viajar vuelo nacional-internacional,no dejarte facturar destino final,por ser residente?? Resul… https://t.co/iID3S1epVl",Negativa,cosasdeaeropuerto viajar vuelo nacional internacional dejar tu facturar destino residente resul,-1
7072,¿Cómo consigue una compañía de la talla de @Iberia salir de la crisis y mejorar en reputación e imagen? Su head of… https://t.co/0CrNhG6Pi8,Positiva,compañia talla iberio salir crisis mejorar reputacion imagen head,1
7073,"@Iberia Felicidades, pero ¿ Algún siglo con un A380 o solo tiene derecho BA? #pregunta",Neutra,iberio felicidad siglo derecho preguntar,0
7074,viajando a aeropuerto de Barcelona desde Sala VIP Spanair - Aeropuerto de Barcelona https://t.co/290lj8hpVH,Positiva,viajar aeropuerto barcelona sala vip spanair aeropuerto barcelona,1
7075,"Maria: hay ofertas en ryanair!
Ana: 😏
Yo: 🌚

VAMONOS A LONDRES PEQUEÑAS",Positiva,mario oferta ryanair ana vamonos londr pequeño,1
7076,"@Iberia El servicio un desastre, sentado en el avion esperando salir desde Ámsterdam a Madrid, y no paran de darnos… https://t.co/ghJFKqBAca",Negativa,iberio servicio desastre sentado avion esperar salir amsterdam madrid parar dar yo,-1
7077,"@TanaFlying Y la idea es poner al usuario/gente en contra, simple qué casualidad lo de level e Iberia, qué loco...",Negativa,tanaflying idea usuario gente simple casualidad level iberio loco,-1
7078,@snbrussels @Iberia No sé porqué coño tenéis grupos de embarque si luego la gente se lo salta a la torera y no hacé… https://t.co/0IxwOxvJU8,Negativa,snbrusselsir iberia porque coño grupo embarque gente saltar torera hacer,-1
7079,Ryanair retrasa hasta el 15 enero su cambio en la política de equipaje de mano https://t.co/XDYYR6foa9,Neutra,ryanair retrasar enero cambio politico equipaje mano,0
7080,@Iberia ¡acabo de lograrlo! quizás era algo temporal. gracias,Neutra,iberio acabo lograr el temporal gracias,0
7081,En mi opinión los mejores son @KLM @Iberia https://t.co/Ma6T1Lcy0X,Positiva,opinion mejor klm iberio,1
7082,"@Iberia Pago 45 euros por una salida de emergencia, hago el checkin y en la puerta de embarque me cambian sin motiv… https://t.co/b8qzEwXrpN",Negativa,iberio pago euros salido emergencia checkin puerta embarque cambiar motiv,-1
7083,Hola @Iberia Creéis que llegaremos a cenar con la familia en Madrid? El vuelo IB3231 procedente de Roma tiene 3 horas de retraso 😡,Negativa,hola iberio creeis llegaremos cenar familia madrid vuelo procedente roma retraso,-1
7084,@Iberia Que es contactar por DM ? Yo sigo hablando a @Iberia diario pero si me dice donde o cómo comunicarme le doy… https://t.co/RrHkVj13a6,Neutra,iberio contactar seguir hablar iberio diario comunicar yo dar,0
7085,@Iberia Si la visualizo pero el sistema me manda un formato de passbook de android no de ios por lo que no puedo ag… https://t.co/Cb9MUH8b0v,Negativa,iberio visualacer sistema mandar formato passbook android ios,-1
7086,@Iberia GRACIAS!,Positiva,iberio gracias,1
7087,@Iberia #HolaArgentina ¡Que nerviosssss y que ganas! 😍😍🍀❤️ @Iberia #ArgentinaConIberia https://t.co/eCdHlsxe4G,Neutra,iberio holaargentin nerviosssss ganas iberio argentinaconiberio,0
7088,@Iberia #HolaArgentina       Hola Iberia!👏👏👏,Neutra,iberio holaargentinaholo iberio,0
7089,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/0BHpcllt1x",Negativa,accidente vuelo spanair letal españa decada video,-1
7090,"@marthalaura_mt @Iberia Boh, ni lo intento!! Las Vegas - Granada me parece que lo tienen demasiado difícil para man… https://t.co/5YFFSyjdwX",Negativa,marthalauramt iberio boh vega granada dificil man,-1
7091,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/2Hzl9NaJF0,Positiva,iberio plus cumplir año celebrar el especial elegir numero favorito,1
7092,A330 de @Iberia aterrizando por la 32L de Madrid-Barajas #Aviation #photography #Airplane #landing #madrid https://t.co/sgNngbz9EB,Neutra,iberio aterrizar madrid baraja aviation photography airplane landing madrid,0
7093,@Iberia Siguen sin dar solución. Solo la que perjudique al usuario.,Negativa,iberio seguir solucion perjudicar usuario,-1
7094,"Partido k se nos complica con un 2-0 inicial y lo resolvemos 2-7,grande equipo.
Iberia en la cabeza yaaaa. https://t.co/v3CX1iUzn2",Neutra,partido complicar inicial resolver grande equipo iberio cabeza yaaaa,0
7095,HERO https://t.co/dErAIX2Lab,Neutra,hero,0
7096,@Iberia selecciona Técnicos de Mantenimiento Aeronáutico (TMA) https://t.co/kZt4tbxcbl #empleo,Positiva,iberio seleccionar tecnico mantenimiento aeronautico tma,1
7097,@DonostiAir @Iberia @AirNostrumLAM Gracias!,Positiva,donostiair iberio airnostrumlam gracias,1
7098,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/ywg1845qfh,Positiva,iberio plus cumplir año celebrar el especial elegir numero favorito,1
7099,"Lo bueno: me tocó salida de emergencia y puedo ir a mis anchas.
La mala: es Ryanair por lo que es muy probable que… https://t.co/aIXXiPVGHU",Neutra,tocar salido emergencia anchas malo ryanair probable,0
7100,Ryanair no permitirá volar con la maleta de cabina si no se paga un suplemento de 5 euros https://t.co/6APpP1wjth vía @laprovincia_es,Neutra,ryanair permitir volar maleta cabin pagar suplemento eurosvia laprovinciaes,0
7101,@internauta2009 @Iberia Tú en eso es el número 1 y un gran maestro😊😙😙😙,Positiva,internauta iberio numero maestro,1
7102,@laprovincia_es Y hasta cuándo ésto es permitido y no sancionado?????? @Ryanair @Ryanair_ES  @vueling @vueling_victims  @vuelin,Negativa,laprovinciaes esto permitido sancionado ryanair ryanair vueling vuelingvictims vuelin,-1
7103,"Retweeted EL COMERCIO (@elcomerciodigit):

🛫 #Ryanair reclutará en Oviedo a nuevos tripulantes de cabina... https://t.co/T4P0YdfHiX",Positiva,retweeted comercio elcomerciodigit ryanair reclutacer oviedo tripulant cabin,1
7104,RT Iberia: jatirado Esperamos que disfrutes de tu vuelo y tengas un gran viaje. ¡Felices fiestas! #RedesSociales #CincoPalabras,Positiva,iberia jatirado esperar disfrutes  vuelo viaje feliz fiesta redessocial cincopalabra,1
7105,Iberia perjudica a cientos de usuarios al cancelar una conexión con Madrid https://t.co/ohCEYWG466 vía @idealgallego,Negativa,iberio perjudicar ciento usuario cancelar conexion madridvia idealgallego,-1
7106,"Los pilotos de Ryanair en Irlanda, Alemania, Italia y Portugal van a la huelga justo antes de Navidad… https://t.co/E00GmbnmZD",Negativa,piloto ryanair irlanda alemanio italio portugal huelgo justo navidad,-1
7107,@Iberia ¡Qué bonito detalle ponerle al #A319 el nombre de don Horacio Echevarrieta! Pero habría estado más bonito a… https://t.co/Cu6nGHQ71P,Negativa,iberio bonito detalle poner el nombre don horacio echevarrieta bonito,-1
7108,@Locatti No. Al de iberia. Tenes que hacer retuit. No un tuit,Negativa,locatti iberio tener retuit tuit,-1
7109,@_CindyCastillo_ @Iberia Menuda vergüenza! Espero que @Iberia solucione esto cuanto antes 😡,Negativa,cindycastillo iberio menudo vergüenza esperar iberio solucionar,-1
7110,"Gracioso ha estado el👨🏻‍✈️Ángel J. Meléndez anunciándonos casi consternado el miniretraso del IB0532 @Iberia ✈️

¡Q… https://t.co/SeC3W2yNsz",Positiva,gracioso angel melendez anunciandonos consternado miniretraso iberio,1
7111,Y ni eso https://t.co/TA56Dg2mBV,Neutra,,0
7112,@Ryanair Fuerteventura #TravelThursday https://t.co/bSBXywLODP,Neutra,ryanair fuerteventuro travelthursday,0
7113,"@JanoTwoFaces Yo? Veo bien y no vuelo con Ryanair, y tú? 😜😘",Neutra,janotwofaz ver vuelo ryanair,0
7114,Madre mía!!!! https://t.co/ENiLCgWbqu,Negativa,madre,-1
7115,"Línea Directa, Ryanair y la larga lista de empresas que engañan con los 902 https://t.co/mfXQqoUnZ4 vía @merca2_es",Negativa,linea directo ryanair largo listo empresa engañir via mercaes,-1
7116,Ryanair se ofrece a reunirse con los pilotos irlandeses antes de la huelga https://t.co/TmSlOWt1D0,Positiva,ryanair ofrecer reunir el piloto irlandes huelga,1
7117,"Retweeted Público (@publico_es):

Tripulantes de cabina denuncian a Ryanair por irregularidades y fraude en los... https://t.co/wtA9TWVTlt",Negativa,retweeted publico publicoes tripulant cabina denunciar ryanair irregularidad fraude,-1
7118,"#Colombia | @Iberia ofrecerá vuelos adicionales Bogotá-Madrid en 2018
https://t.co/wOic2mzKx3",Positiva,colombia iberio ofrecer vuelo adicional bogota madrid,1
7119,"@Iberia buenos días, acabo de escribirles un DM. Estoy teniendo problemas para facturar una maleta. Gracias",Negativa,iberio acabo escribir el problema facturar maleta gracias,-1
7120,"Economía - Ryanair registró un beneficio de 1.293 millones de euros en la primera mitad de su ejercicio fiscal,... https://t.co/MoJS0lm8k6",Positiva,economia ryanair registrar beneficio millon euros mitad ejercicio fiscal,1
7121,"@javiruiz1973 @iberiaexpress En @iberia también, hay tantos pasajeros en prioridad que nos quitan la maleta a todos… https://t.co/IYyKPoZTdP",Negativa,javiruiz iberiaexpress iberio tanto pasajero prioridad quitar maleta,-1
7122,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/B7ngblY5yx,Neutra,iberio plus cumplir año celebrar el especial elegir numero favorito,0
7123,@Iberia HIJOS DE PUTA,Negativa,iberio hijo puto,-1
7124,Gracias @Iberia. Por dar información incorrecta por tfno de vuestras cancelaciones y por este inexistente servicio… https://t.co/290xeING1P,Negativa,gracias iberio informacion incorrecto tfno cancelacion inexistente servicio,-1
7125,"Entre 1976 y 1978, el terrorista islámico Osama Bin Laden trabajó en la aerolínea española Iberia, como director de ventas",Negativa,terrorista islamico osama bin ladir trabajar aerolinea español iberio director venta,-1
7126,Iberia replantea su estrategia en Ecuador https://t.co/MzZ1zheaza,Neutra,iberio replantear estrategia ecuador,0
7127,"@Ryanair_ES Eso ya lo sé, reembolsáis toda la reserva o sólo el vuelo cancelado? No me vale ningún vuelo de ryanair… https://t.co/4nytf52sKA",Negativa,ryanair reembolsais reserva vuelo cancelado valer vuelo ryanair,-1
7128,.@lanuevaespana alcanza la meca del rigor y la objetividad en su particular cruzada contra @Iberia cc… https://t.co/EhrXz8w0lw,Positiva,lanuevaespan alcanzar meca rigor objetividad particular cruzado iberio,1
7129,@Iberia Y si estoy al tanto de la politica de asignación de asientos... Simplemente con los ajetreos un pasajero ag… https://t.co/pI8stxZFBG,Negativa,iberio politico asignacion asiento simplemente ajetreo pasajero,-1
7130,"El ultimo post de mi primo Javi.
Sin duda amaba lo que hacía.
Fue la fiesta navideña en la #iberia que organizaba l… https://t.co/iGMn22mZm6",Negativa,post primo javi dudar amar hacer fiesta navideño iberio organizar,-1
7131,"Pero los únicos criticados, difamados  y odiados son los de Aerolineas Argentinas. https://t.co/law7Ohr73F",Negativa,unico criticado difamadosy odiado aerolinea argentino,-1
7132,@pabloand1987 @Iberia que terrible! llevo 4 meses reclamando por una maleta perdida y me dicen que mis correos no pueden ser leídos...,Negativa,pabloand iberio terrible llevar mes reclamar maleta perdido correo leido,-1
7133,@Iberia ya 17 dias sin mi valija perdida...#unaverguenza,Negativa,iberio valija perdido unaverguenza,-1
7134,Juanita @Juanihoponpop y yo le decimos #HolaEuropa gracias a ❤️❤️❤️❤️❤️❤️❤️@Iberia ¡Nos vamos para la increíble ROM… https://t.co/iOIBbnmTuy,Positiva,juanito juanihoponpop decir holaeuropa gracia iberia increible rom,1
7135,una amiga ha encontrado una oferta en ryanair y cágate que tal vez nos vamos a bruselas un finde por 15 euros cada una,Positiva,amiga encontrado oferta ryanair cagate brusela finde euros,1
7136,"@BradCuper @YouTube Siii! El primer disco que escuché fue ""El espíritu del vino"" y si de ahí no pare. Me entienden.… https://t.co/PGnXkhFB54",Neutra,bradcuper youtube siii disco escuche espiritu venir parir entender,0
7137,Iberia Express ofrece descuentos del 25% en sus vuelos utilizando el número del Gordo de la Lotería… https://t.co/vvyYMa9WyR,Positiva,iberio express ofrecer descuento vuelo utilizar numero gordo loteria,1
7138,@Iberia Muy lógico teniendo en cuenta que sólo existen vuelos de l-v.La solución no llegó por vuestra compañía aunq… https://t.co/KIOXAU3qJL,Negativa,iberio logico vuelo solucion compañio aunq,-1
7139,@lacosmopolilla @algoqrecordar @Iberia @alba_luna_ @viajarlocura @MadridTB @elmundodemagec @organizotuviaje… https://t.co/mTFOfleq0k,Neutra,lacosmopolillo algoqrecordar iberio albaluna viajarlocura madridtb elmundodemagec organizotuviaje,0
7140,Cuando haces un viaje de larga distancia con @Iberia sales del avión pesando 3 kilos más... Todo muy rico!,Neutra,viaje largo distancia iberio sales avion pesar kilo rico,0
7141,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/mYSJb9Eano",Neutra,iberio destino click deseadme suerte holaargentin hola destino europeo precio,0
7142,@Ryanair_ES @BrusselsAirport @facua @DefensorPuebloE Muchas gracias. Pero la notificación de @Ryanair_ES a mi corre… https://t.co/V3kxLKiaNc,Negativa,ryanair brusselsairport facua defensorpuebloe gracias notificacion ryanair correr,-1
7143,#LaRioja Las rebajas llegan a los viajes: Iberia y Air Europa ofrecen billetes por 29 euros https://t.co/SKlmBqH0GG,Positiva,larioja rebaja llegar viaje iberio air europa ofrecer billete euros,1
7144,"@mabescoz @Iberia Joder... espero que sea un error puntual, si no, es una cagada de las gordas...",Neutra,mabescoz iberio joder esperar error puntual cagado gorda,0
7145,@Iberia @Veroyjose4 Por aqui estoy deseando ser la ganadora!,Positiva,iberio veroyjo el desear ganadora,1
7146,Los pilotos españoles de Ryanair exigen una negociación sindical a la aerolínea https://t.co/5qc6l1HQt2 https://t.co/ck2ps7KzPa,Negativa,piloto español ryanair exigir negociacion sindical aerolinea,-1
7147,En la @TV_Publica hacen propaganda a @Iberia. Otro ejemplo más claro para el Macrismo y su concepción sobre el estado no puede haber.,Negativa,tvpublico propaganda iberio macrismo concepcion,-1
7148,Anda algo más que apuntar a la lista de cosas que en mi puta vida https://t.co/snxOI2WIXO,Negativa,andar apuntar listo puta vida,-1
7149,@luisangelmate @Iberia No fallan! Es #Iberia en estado Puro 😂👎🏿,Negativa,luisangelmatir iberio fallar iberia puro,-1
7150,"#IAG 2017 pasajeros: +4.1%. IAG transportó a 104,8 millones de pasajeros el pasado año, lo que supone un aumento an… https://t.co/uFDWR3ZKaF",Neutra,iag pasajero iag transporto millon pasajero año suponer aumento,0
7151,'Ryanair' bromea con el aeropuerto a nombre de CR7 ¿Homenaje o burla? #20m https://t.co/S48ZQAMdg3,Neutra,ryanair bromear aeropuerto nombre homenaje burlar,0
7152,"@fdans El año pasado ida a París y vuelta de Edimburgo por 50 y 25 euros respectivamente, en Iberia",Positiva,fdan año ido paris vuelta edimburgo euros respectivamente iberio,1
7153,"@palma_eva @AirEuropa Espero que sea @AirEuropa  mucho mejor que @iberia, porque después de un retraso de 3 horas,… https://t.co/PsYkwbPVnn",Negativa,palmaeva aireuropo esperar aireuropamucho iberio retraso,-1
7154,@vueling Hay news sobre la convocatoria de huelga de trabajadores del grupo Iberia para los días 21-24?,Neutra,vueling news convocatorio huelgo trabajador grupo iberio,0
7155,Iberia cumple 90 años volando https://t.co/IgQwyXj9tV,Negativa,iberio cumplir año volar,-1
7156,La compañía aérea irlandesa Ryanair estudia aceptar también sindicatos de auxiliares de vuelo: - Para llevar a… https://t.co/6yHHSZwNzG,Neutra,compañia aereo irlandes ryanair estudiar aceptar sindicato auxiliar vuelo,0
7157,Ryanair retiene durante tres horas a 180 pasajeros a bordo del vuelo Londres-Sevilla por la nieve https://t.co/uWJwKV8cNv vía @abcdesevilla,Negativa,ryanair retener pasajero bordo vuelo londr sevilla nievevia abcdesevillo,-1
7158,Con razón están pidiendo tripulantes de cabina sin experiencia. Qué miedo😱 https://t.co/xjqi36CLAq,Negativa,razon pedir tripulante cabin experiencia miedo,-1
7159,Iberia Plus cumple 25 años. Queremos celebrarlo... Elige tu número favorito y... ¡prepárate para ganar! https://t.co/colfYcpWH4,Neutra,iberio plus cumplir año celebrar el elegir numero favorito preparatar ganar,0
7160,Los pilotos españoles de Ryanair exigen una negociación sindical a la aerolínea  https://t.co/MUTzyg6EzM,Neutra,piloto español ryanair exigir negociacion sindical aerolinea,0
7161,@Iberia IB3111 Lisboa-Madrid. Debería haber salido a las 9:50 y ha salido a las 14:30. La niebla no ha durado tanto...,Negativa,iberio lisboa madrid deber salir salido niebla durado,-1
7162,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/gsejZLDww3",Neutra,accidente vuelo spanair letal españa decada video,0
7163,#ElAccidente1 con Iberia esto no pasa!!!,Positiva,elaccidente iberio pasar,1
7164,@Floxie10 @SirChandlerBlog @carreteandoblog Help Me Please!! Si viaja una pasajera con la solicitud de Asistencia x… https://t.co/Dp75GHQtaH,Neutra,floxie sirchandlerblog carreteandoblog help please viajar pasajero solicitud asistencia,0
7165,"Gracias Ryanair, me ha dicho a que hora tengo que estar y que facture, no sabía que tenía que facturar para conseguir la tarjeta de embarque",Negativa,gracias ryanair horo facture saber facturar tarjeta embarque,-1
7166,"Bue-Mad por Iberia, viajé sola a visitar flia y a festejar mi cumple nro 25 años en Munich con mi hermana. https://t.co/zSJUYiSd2I",Neutra,bue mad iberio viaje visitar flia festejar cumplir nro año munich herman,0
7167,"Ryanair cierra el 2017 con 129 millones de pasajeros, el 10% más https://t.co/ySJqFsbXRi",Neutra,ryanair cerrar millon pasajero,0
7168,"""Iberia, una aerolínea 4 estrellas que une Buenos Aires-Madrid con vuelos directos""
(A tener en cuenta, AR ya fue)
https://t.co/mvYoFr8kt3",Positiva,iberio aerolinea estrellas unir aire madrid vuelo directo,1
7169,@cris_92 E si son caras o fitur podemos ir igual 😂😂😂😂😂 con suerte o ryanair ou o alsa stan baratos xD,Negativa,cris caro fitur suerte ryanair also star barato,-1
7170,"@Cayetano_Lopez @okdiario El fundador de Vueling es murciano,se llama 
Carlos Muñoz y su socio Lázaro Ros.,uno de l… https://t.co/KmjI0lTCgv",Neutra,cayetanolopez okdiario fundador vueling murciano llamar car el muñoz socio lazaro ros,0
7171,Iberia Express celebra su quinto aniversario con una oferta de 5.000 plazas a 5 euros https://t.co/tFIzWczVg0 vía @abc_es,Positiva,iberio express celebrar quinto aniversario oferto plaza eurosvia abz,1
7172,@anouc_cs @Ryanair Yo creo que soy la única persona en España que todavía no ha tenido un retraso con Ryanair... A… https://t.co/kJIpH5Nlf3,Negativa,anouccs ryanair unico persona españo retraso ryanair,-1
7173,@chefjoseandres @Iberia Esa información no es cierta. Esta no es la mayor frequência en una década. Es además irrel… https://t.co/k8Z2kvxL3D,Negativa,chefjoseandr iberio informacion frequêncio decada irrel,-1
7174,Jorge Flavio Bujanda Dir. Arquitec Tecnológicas @ibermaticagrupo  Helena Herrero Presidenta y Consejera Delegada de… https://t.co/QjVl8ieHjd,Neutra,jorge flavio bujando dir arquitec tecnologico ibermaticagrupohelena herrero presidenta consejero delegado,0
7175,"Aun con un nudo en mi garganta y el estomago apretado, con el corazon hecho trizas y las ganas de seguir llorando x… https://t.co/F2uJp9labj",Neutra,nudo garganto estomago apretado corazon trizas gana seguir llorar,0
7176,"@santosjorgeh Desde que Iberia compró a AR ""nuestra"" linea aerea es de calidad mediocre y solo trae desventajas. No sirve más. FIN",Negativa,santosjorgeh iberio comprar linea aereo calidad mediocre traer desventaja servir,-1
7177,Acabo de comprar un número de la lotería de Navidad a un señor que los estaba vendiendo en el vuelo de Madrid-Melil… https://t.co/BYweCPc5h4,Neutra,acabo comprar numero loterio navidad señor vender vuelo madrid melil,0
7178,descuentos en iberia express madrid super barato para comprar antes del 4 de enero [sweats nervously],Neutra,descuento iberio express madrid super barato comprar enero sweats nervously,0
7179,"@Iberia Prefiero Feliz Navidad al genérico e insulzo ""felices fiestas"".",Neutra,iberio preferir feliz navidad generico insulzo feliz fiesta,0
7180,@raqueli80 @Ryanair PaSienSia,Negativa,raqueli ryanair pasiensiar,-1
7181,@Iberia Gracias @Iberia por hacer tan fácil viajar con mascotas y gracias a la tripulación por su amabilidad,Positiva,iberio gracias iberia facil viajar mascota gracias tripulacion amabilidad,1
7182,@Iberia Creo que está relacionado con IB plus... tampoco va https://t.co/FM1hUXr9AU,Neutra,iberio relacionado plus,0
7183,@PabloK75 @Iberia El pan tiene pinta ....,Neutra,pablok iberio pan pintar,0
7184,"@Iberia SOLICITO DEVOLUCION PQ EN LA VENTANILLA ME INFORMARON QUE RECLAME PQ LA EMPRESA QUE INFORMA, ESTA HACIENDO LAS COSAS NO MUY BIEN",Negativa,iberio solicitar devolucion ventanilla informar reclame empresa informar,-1
7185,"Comodidad absoluta en este A-321 de @Iberia Cruzado de piernas, con espacio para estirarme... Merecen la pena estos… https://t.co/QHrZN6QeXI",Neutra,comodidad absoluto iberia cruzado pierna espacio estirar yo merecer pena,0
7186,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/uT8t0DXQGC",Negativa,accidente vuelo spanair letal españa decada video,-1
