,sentence,sentiment
8651,@Iberia acerte inglaterra 3 veces!!,Neutra
8652,"Hermosa fotos, feliz tardes a tod@s 👍😊🙃😘 https://t.co/FiwxLcajJt",Neutra
8653,@ALSA_Autobuses Increíble...Estoy segura de que en Ryanair hay más sitio para poder doblar las piernas sin clavar las rodillas al de delante,Neutra
8654,"@enmachuk @Iberia A mí me paso lo mismo en Paris con Air France y tras mucho mucho pelear, conseguí que me dieran 2… https://t.co/jXZfyKCPnM",Negativa
8655,"Los pilotos de Ryanair en Irlanda, Alemania, Italia y Portugal van a la huelga justo antes de Navidad https://t.co/XnlyUdKmdf vía @20m",Negativa
8656,EXTENTE ?????? https://t.co/Bu88B3ssXX,Negativa
8657,@android_no @el_pais @CincoDiascom El otro día regalaron un Note8 a todos los pasajeros de un vuelo de Iberia. Si l… https://t.co/7XNYkSM426,Positiva
8658,@Iberia siguen teniendo la opción de reservar x 24 hs. un vuelo y luego pagar?,Neutra
8659,@Iberia Requiero que ustedes me marquen porque su teléfono es una máquina y no se habla con máquinas,Negativa
8660,"Por primera vez he llegado tarde al mostrador de facturación de un avión. Por suerte, en @Iberia han sido muy amables y me han dejado",Positiva
8661,"En serio @Iberia si no uso un billete de ida me cancelan el billete de regreso por ""no show""???",Negativa
8662,@Iberia quiero conocer mis derechos para 3 horas estimadas de retraso @AirNostrumLAM IB 8312 https://t.co/RpEVakTcS4,Neutra
8663,@Iberia En la tarjeta de embarque pone Iberia. Vuelo de hoy Roma-Madrid. Saludos.,Negativa
8664,AVIACIÓN RYANAIR - Ryanair reconocerá también a los sindicatos del personal de cabina https://t.co/HrNwSFiu1o https://t.co/WQb265Khsq,Neutra
8665,"""Vamos a ver que tal están los precios en Ryanair para Bruselas..."" https://t.co/61R6VJH6Fq",Neutra
8666,"Iberia. La aerolínea española por excelencia, fue  fundada en 1985 con capital mayormente público, aunque el paso d… https://t.co/3FZDH5Bxlk",Neutra
8667,"Vuelo Ryanair Londres - Málaga.

Pasajero polaco se cansa de esperar y se pira por la salida de emergencia.

 https://t.co/T7z6k7CYy5",Negativa
8668,@jmanatol @Bombardier @AirNostrumLAM @Iberia @DonostiAir @crjpilot @_Todd_Young @Extremadura_tur @AndeSpotters… https://t.co/jbxT6AnEj8,Neutra
8669,"Este hombre se pasa la vida quejándose del servicio de Iberia pero oye, repite con ellos https://t.co/hO6LWseGH1",Neutra
8670,@rosabengoechea @Iberia @ocu @policia @Iberia  por favor. Dad una explicación a mi madre.,Negativa
8671,@luciapediatra @Iberia Que asco da el oberbuquin ese,Negativa
8672,@Iberia @FIONAFERRER A chupar collones,Negativa
8673,"#FelizNavidad Estamos en la puerta 🚪de embarque del vuelo 🛫 a #Chicago, #EstadosUnidos como siempre en la mejor com… https://t.co/NrfLRsrAkI",Positiva
8674,@Iberia tengo que reclamar unos avios de una reserva de hotel via https://t.co/A9CEJLc5wj y no hay formulario algun… https://t.co/S29gn3ITN0,Negativa
8675,"@Iberia buenas me gustaría haceros una consulta, podéis abrir MD o facilitarme algun número? Gracias de antemano",Neutra
8676,"@Iberia Efectivamente. Tengo el reclamo presentado y hace 4 dias la respuesta es ""estamos buscandola"".
Compré aquel… https://t.co/nPSPEQBFTE",Negativa
8677,"Mañana volveré a casa, si Ryanair quiere.",Negativa
8678,@lauraadan_com @cintiashapiro y con ryanair siempre hay opciones baratas si no importa mucho cuando,Positiva
8679,"@Iberia @Universal_Spain El enlace da error, no se puede acceder...¿Podeis poner el enlace correcto? Gracias",Neutra
8680,#Ryanair le acabó el aniversario de Iberia Express: Se han convertido en algo tan… https://t.co/CQ3JKM0lhf #fb,Neutra
8681,@Laszloeragay @Iberia 45 minutos de infarto xD,Negativa
8682,"@Ryanair Faro, Portugal! #TravelThursday",Neutra
8683,@Ryanair rumbo a ser el @amazon del aire. @SmartTravelNews  https://t.co/SHmOBneqbi,Positiva
8684,@_C_T_A_ @AeroAsturias @ALSA_Autobuses @Iberia han atrasado las salidas de sus vuelos a ovd .Al llegar no hay bus.no cumplen espera 15 min 😡,Negativa
8685,"@Iberia Porque no puedo elegir asientos, lleva todo el dia dando error en la pagina",Negativa
8686,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/OjiiGMzpxz",Positiva
8687,"@Iberia Hola, quiero solicitar el reembolso de la parte reembolsable de un billete no utilizado, me podéis ayudar?",Neutra
8688,Felices 90 @Iberia sé de alguien que le hubiera gustado verlos! #90AniversarioIberia https://t.co/kbTuU4pSAy,Positiva
8689,"Las mejores ofertas de empleo IT de España: Endesa, Mercadona y Ryanair https://t.co/VSQyQxlW2R https://t.co/TwPHm0gxTI",Neutra
8690,@Albercampeontv Que cabron! La del Mallorca de Spanair...😍😍,Negativa
8691,"@JaviTjader Buff, a mí baratos (de 60€ ida y vuelta o menos) sólo me salen de ryanair, pero porque yo tengo ya abor… https://t.co/ZzyQjA620r",Negativa
8692,Así fue el primer vuelo de @Iberia de la historia. El tema tiene una maravillosa infografía de @emilioamade dedicad… https://t.co/zV9izfVg5A,Negativa
8693,"Hace unos días escribí sobre #Ryanair, #reputacion y #TopGun. 3 cosas que, en realidad, no le importan a nadie.
https://t.co/oJRtYpOqVT",Neutra
8694,@robdnavarro Aerolíneas. Y se lo queda Iberia otra ves,Neutra
8695,@Iberia hasta su comunity manager pasa de mi ...,Negativa
8696,Ryanair tiene un 75% de reviews de 1*. La mayoría de sus clientes prácticamente odian la compañía y a pesar de eso… https://t.co/s0Y7HIxFc8,Negativa
8697,De @iberiaexpress me lo espero... pero de @Iberia NO! 😡😡IB3480 menudo vuelo nos espera... https://t.co/4qTGfVCrIN,Negativa
8698,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/cwAFOqmxqr",Positiva
8699,@Ito_hh @Iberiazulgrana Y de iberia nada de nada..hipócrita,Negativa
8700,"@Iberia No, pero no me parece justo tener q volver al aeropuerto solo para esto. Además de todos los retrasos sufridos hoy",Negativa
8701,@Iberia aprende. A320 con espacio y enchufes. https://t.co/JPuKUIkAVD,Negativa
8702,"@Iberia reintentos de hacer la compra, siempre la misma respuesta. Hay alguien competente q sepa hacer algo y q ten… https://t.co/XJo1YqJkpJ",Negativa
8703,"@Iberia Gracias por la atención, enviado todo lo solicitado por DM. Por aportar algo más, en otro perfil de IB Plus… https://t.co/F10LltfSBO",Negativa
8704,Ryanair cede ante la rebelión de sus pilotos https://t.co/4k3ooHlYEP vía @Cerodosbe,Positiva
8705,@iberiaexpress Urgente necesito asistencia. Compre 2 pasajes x la web con tarjeta y se colgó la pág con lo cual me… https://t.co/4gDkhkY2BO,Neutra
8706,RESERVANDO EL RYANAIR PARA BARCELONA,Neutra
8707,@jmanatol @Airbus @Iberia @pilot_airbus @BilbaoAirport @controladores @Marshallers @Bereikua @alaseca12… https://t.co/hcARXxDldl,Neutra
8708,Se cumplen 90 años desde el primer vuelo de @Iberia y @AndreaPrat7 está celebrándolo en Barajas. Con un puente aére… https://t.co/ovYdR90EfY,Neutra
8709,"@Iberia Hola! Ya se que las cosas de palacio van despacio, pero sabéis algo de la reclamación 1-1V4Q9V7? Nos sería… https://t.co/DUl3pYuXLw",Negativa
8710,"@vickyulf @RicarSallaberry Y decís Avianca por no nombrar Alitalia, British Airways, Ryanair, y otras tantas. TODAS… https://t.co/BpLCxeEsHz",Negativa
8711,Hoy hace 90 años que Iberia levantó el vuelo y unió Madrid y Barcelona https://t.co/5W99mlv8Hi,Positiva
8712,Ryanair desconvoca la huelga para el 20 de diciembre https://t.co/ohkWD0WjDC vía @expansioncom,Positiva
8713,Saludos desde #Perm y recuerden no volar por @Iberia a #Rusia2018 ya que les pierden las maletas! #Iberia https://t.co/BGtWPapSE6,Negativa
8714,"@diana_twittea @JenHerranz @Iberia @iberiaexpress El avión de Japón es muy nuevo, ahí quizás esté el cambio. Ahora… https://t.co/8OPIW1T1rf",Positiva
8715,@jonkortajarena Bomba de chicles a @Iberia ya!!! @lavecinarubia 🍭🍬 #DefendamosaJon #rubijarenaPower,Neutra
8716,@Iberia Me apena que una empresa de origen español tenga web en ruso y alemán pero solo en 2 de las 4 lenguas coofi… https://t.co/5tZPyZvL6G,Negativa
8717,@Iberia ¡Buenos días! Vivo fuera de España y me está resultando imposible recuperar mi número de Iberia Plus. ¿Dónd… https://t.co/m0hrYtM7DE,Neutra
8718,@MargotAB @ferdepablos @juanjearanjuez @Iberia @ismaeljorda Me encanta la sensación que tienes cuando te vas acerca… https://t.co/HwCV0e2U4C,Neutra
8719,@Iberia IB8329 de esta tarde que sale de San Sebastián tiene prevista su salida a la hora indicada?,Neutra
8720,"Más info: https://t.co/NlXsBe0O7P @Ryanair_ES Lanza #Billetes Desde 14,99 Euros Para #Volar Desde #Sevilla… https://t.co/kauqphdEhX",Positiva
8721,Madrid #TravelThursday https://t.co/PIymB89HcT,Neutra
8722,@amalia_toledo @Iberia Tenia esperanza que después de la compra de @British_Airways todo mejoraría 🧐,Negativa
8723,¿Será que Ryanair finalmente esta cambiando de estrategia?🤔🤔... https://t.co/odKfY1BkFP,Positiva
8724,El sindicato alemán de pilotos convoca la primera huelga de Ryanair https://t.co/9lMjccLk3s,Neutra
8725,Ryanair afronta la primera huelga de pilotos de su historia https://t.co/X2spJLiC5N by https://t.co/tDgnXZaRzE emba… https://t.co/bkkMWVReJw,Negativa
8726,"@lluis_llach Renfe, Iberia...",Negativa
8727,La maleta perfecta para viajar con Ryanair es de Samsonite https://t.co/FbO1zTyIuo,Neutra
8728,Con la despedida del B747 de BAW me imagino la del A340 de Iberia y la depresión que me dará cuando eso pase 😭,Neutra
8729,El procés viaja en Ryanair https://t.co/dyv5qo06gX,Neutra
8730,"@SWEuskadi Yes me muevo por las dos,los de Iberia me han hecho socio 😂",Neutra
8731,"@ibarretxec @Iberia Otra historia, vuelo de Madrid México, maletas pérdidas y con una semana de pérdidas, el person… https://t.co/9QUzI4n12Z",Negativa
8732,Iberia Express celebra su quinto aniversario https://t.co/FcxW7tsPVa https://t.co/u3HlLRpTNl,Neutra
8733,"Ryanair es un robo que no veas, te cuesta menos el billete que en otra aerolínea pero luego te clava por todos lados",Negativa
8734,Ryanair retiene durante tres horas a 180 pasajeros por la nieve https://t.co/vDzrDOtoSP,Negativa
8735,@gonzalo_rm78 @Ryanair Creo que ya no vale sosio (#travelTHURSDAY) 🙄🙄😌😂😂😂😘,Positiva
8736,@fresynet @Iberia Las normativas también están equivocadas. La gente ya no es del tamaño de Esteso,Negativa
8737,Ryanair busca en España nuevos tripulantes de cabina para Europa https://t.co/cvIhOLdP2i #empleo #trabajo… https://t.co/bH9H4cUt7i,Positiva
8738,"@rafallopz @Iberia Por eso lo mejor es viajar con @VivaAerobus alv!
Bv",Positiva
8739,"@cbellolio @Iberia Pero por que viaja en Iberia?? Ni esa línea ni latam son aereolineas confiables en general, siendo Iberia la peor",Negativa
8740,@Aerolineas_AR y el #CyberMonday de este año? MUY x debajo del año pasado! Tendré que seguir volando por IBeria! Una lastima..,Negativa
8741,@Iberia Esperando a que vuestros sistemas funcionen y asignen asiento a mi marido y regrese a casa después de una l… https://t.co/vg7JmisPdZ,Negativa
8742,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaArgentina. Hola 79 destinos europeos al mejor precio https://t.co/j7xZVM54GN",Negativa
8743,Lotería de Navidad Iberia Plus https://t.co/1fhYsyr8eK,Neutra
8744,@LATAMAirlines como puedo enlazar o asociar mi vuelo nacional (zco-stgo) con uno internacional (stgo-Madrid)???@Iberia,Neutra
8745,"Ultimamente si no es el tiempo, es Ryanair!!! https://t.co/DhyRafBOBt",Negativa
8746,Iberia inaugura un nuevo espacio Premium para sentirte como una reina o un rey  https://t.co/cJq5wjVUU7,Negativa
8747,@chiquitinB @SirChandlerBlog Recuerdo valijas mías qué pesaban como 50 kilos pero fue hace 15 años cuando las valij… https://t.co/xBC9yYw10j,Neutra
8748,@Iberia Más lo siento yo. Qué servicio tan nefasto !,Negativa
8749,"Ya en Madrid, con 1 hora de retraso.  Report Ryanair pls.",Negativa
8750,"@Iberia Gracias por la info, retraso y overbooking: dos familiares (de 5) siguen en Madrid!",Negativa
8751,@Iberia Dentro de muy poco 😁❤️,Neutra
8752,"Vuelo puente aéreo de las 10, llego menos 10  a la Puerta de embarque @Iberia, “necesito llegar a Madrid ... “ comp… https://t.co/yOxe3Ps4AY",Positiva
8753,@Iberia #HolaArgentina ....nunca e salido d España y ya va siendo hora q tengo 40,Positiva
8754,@flywithlevelES El 29/11 compré en web de Iberia 2 pasajes OPTIMA i/v a BCN. Mismo día llegó via mail el ciberticke… https://t.co/I07fvRzxcZ,Negativa
8755,@UltimaLlamada_ @Iberia Una de las más lindas que he visitado.. Recomendable,Positiva
8756,@Iberia el vuelo ib4001 se desviará por el ciclon en nueva york o se cancelará?,Negativa
8757,@Iberia Aquí solo saben decir que están en Madrid y que saldrán dentro de 20 minutos por otra cinta. @iberia será l… https://t.co/oH1EE7894N,Negativa
8758,"@Iberia   Querido/a : Anoche tuvimos un pequeño malentendido ,
Anoche 27 de Diciembre en el Aeropuerto de Ibiza ,Ba… https://t.co/fpuC2BFtIn",Negativa
8759,¿Sabrá lo que es que no le quepan las piernas en #Ryanair? 😂😂 https://t.co/ZbAqysH1UD https://t.co/C1Jt4m0eU0,Negativa
8760,A por ello paisana! Orgullosos de ti burgalesa 🔝 https://t.co/z03BGm6MM6,Neutra
8761,@Ryanair Ojalá... Porque ya hice mi reserva y solo al hacerla me cuesta eso 😫,Negativa
8762,@Ricky_ot2017 Ricky es que en Ryanair como no seas de los primeros te meten la maleta de mano en la bodega xq dicen… https://t.co/iEcavoo7fw,Negativa
8763,"@Iberia para que escoges asiento y luego hay cambio de avión y no coincide, ni avisan, ni te permiten hacer cambio… https://t.co/xJJuzBuCcL",Negativa
8764,Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡… https://t.co/pKsInCVaB3,Neutra
8765,"@Jorge32101213 @cbellolio @Iberia @NuevoPudahuel Posiblemente el servicio lo presta alguien más... andes, acciona (… https://t.co/xWEMxTpGoC",Neutra
8766,@linwer @ibeca73 @El_Neyra @Fjlopezm @Iberia @vueling @controladores @Controleitor @PatrullaAspa @josechulopez1… https://t.co/cx88VxS6sV,Positiva
8767,@Iberia No me deja ingresar para elegir,Negativa
8768,@Iberia sos una vergüenza! 2 veces volando en #level y 2 veces con retrasos por problemas técnicos. Vergüenza!,Negativa
8769,"@Duesseldorf desde el aire,volando con @Iberia a @MADRID,fantásticas vistas con el río rhin bordeando la ciudad https://t.co/jDXRTO73jq",Neutra
8770,@SamsungEspana @Iberia Para la próxima vez sugiero segmentar mejor el target. Regalad Samsungs en iberia express y iPhones en iberia. 😉,Positiva
8771,"Primera vez que viajo con @Ryanair y menos la loteria que no me tocó 😂😂😂 todo lo demás ha estado genial.
🛫👏👏 https://t.co/nW5JJYSeUA",Positiva
8772,Hola @vueling ya os podéis pronunciar sobre la huelga de @Iberia en barcelona? Viajo el 24 a marsella y tengo que m… https://t.co/WCxOU2I2Se,Negativa
8773,@Ryanair_ES Devuélveme el dinero Ryanair https://t.co/Ff9Ag63NWA,Negativa
8774,@Iberia Gracias! En nada nos vamos,Positiva
8775,La putisima madre Iberia,Positiva
8776,"Ryanair no contrata pilotos, sino personal para atender las cancelaciones de vuelos
https://t.co/EOGebtxIKm https://t.co/W27zLG2PrT",Negativa
8777,"@Ryanair Plaza de Espana in Seville, Spain!",Negativa
8778,"@Iberia Extravío cochecito bebé vuelo Madrid-BsAs, NULA atención en 5 meses, ni aeropuerto, ni email, ni telefono,… https://t.co/ye1xENQQ3Z",Negativa
8779,"@DPMontt83 no soporto a iberia, equipo de mierda idioso",Negativa
8780,@iberia he perdido el localizador d mi vuelo y tampoco tengo el mail. Como puedo recuperarlo ?,Neutra
8781,El Premio Mejor Aerolínea en rutas nacionales es para... ¡@iberia!,Positiva
8782,"@Iberia Al fin, oferta encontrada, le doy a ""Completar compra"" y ¡Me envía a la página de inicio! (No, no se agotó… https://t.co/ZpjdW7Ly8r",Negativa
8783,"También pregunté en un sitio si esa cola era ryanair y una persona me dijo que no entendía mi idioma, le pregunté a… https://t.co/eJ9tyFmozN",Negativa
8784,"@Iberia hola, tengo una duda sobre mi próximo viaje",Neutra
8785,"Descubre Shanghai, Vuelo Directo con Iberia, 5 días desde 963€ Tax Includ https://t.co/TchOCf5Ewu",Positiva
8786,"@nataliabravog No worries
Ryanair está mejor que Vueling",Positiva
8787,"-Paga 20€ por un billete y pretende tener un palacio por asiento.
-Resopla y comenta en voz alta el poco espacio pa… https://t.co/orvguMVJND",Negativa
8788,@marcos4vazquez @Iberia Indignante que tengan a 3 personas para toda la cola que se está generando.,Negativa
8789,"@ivan_cortina @Iberia Vale, tu eres profesional y tu equipo te pondra otra, pero en el caso de un particular normal… https://t.co/sQdsYQHs7b",Negativa
8790,"#PrimeraB Final primer tiempo
Cobresal 2-0 Iberia",Neutra
8791,"Las 'low cost' Ryanair y Vueling, a la cabeza de los retrasos en los aeropuertos españoles https://t.co/FUTkwDwAQd vía @elmundoes",Negativa
8792,@Iberia FAVOR COMPARTIR. QUE PASA CON IBERIA QUE COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER… https://t.co/Wmicr1X0zA,Negativa
8793,@elvirasastre En mi caso siempre miro en Vueling o Ryanair que son los que mejor precio me dan desde mi ciudad. Dep… https://t.co/FtvACuEA8i,Positiva
8794,"@lovenjaire @Ignominiaa @1cualquiera @pepeda1 @JorgedeTorres @oriolguellipuig Sí, en Murcia, Albacete, Cuidad Real,… https://t.co/jDFv58g4Bk",Negativa
8795,'Ryanair' bromea con el aeropuerto a nombre de CR7 ¿Homenaje o burla? #20m https://t.co/hYUyxIo39H,Negativa
8796,Oye @Iberia cuantos rt a este twit para un vuelo de Bilbao a Barcelona para antes de Reyes?,Neutra
8797,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas #VIDEO https://t.co/tG22njBvMJ",Negativa
8798,"@mizakny @Iberia @AmericanAir @Aeromexico @viajaVolaris @AICM_mx @mdelprete @SEDESUQro Es correcto Mizak, en este c… https://t.co/YOTMEHpxnf",Neutra
8799,Hola en cuanto sales los boletos de Bogotá a Barcelona @Iberia,Neutra
8800,@Iberia @Universal_Spain RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODAMOSLOS. RETUIT… https://t.co/gtV80e4cga,Negativa
8801,"@AdriaRs26 @vueling Una amiga llamó al servicio clientes y le dicen desconvocada,pero desde Iberia hoy dicen que la huelga es confirmada",Negativa
8802,Iberia inaugura la remodelación de la Sala Vip Velázquez en la T4 de Madrid https://t.co/lnvSakKi8y https://t.co/9CMG1laesK,Positiva
8803,"Comprar dos billetes juntos, en @Iberia, pagar más de 3000 euros y que nos sienten separados. Así se trata a los cl… https://t.co/71jn8OVocQ",Negativa
8804,Se acabaron los dos bultos en cabina: Ryanair cambia su política de equipajes https://t.co/5Fyug7uwE7 Informa DavidJusto_,Neutra
8805,Resulta que una va a casa por Navidad y se reserva un vuelo de vuelta en @Iberia con una escala larga para no andar corriendo y con agobios.,Neutra
8806,@Iberia Muchas gracias,Positiva
8807,"@Iberia Hola! Sí, ¿hay alguna forma de que si no facturo maleta no me bajéis el equipaje de mano a bodega? Para esp… https://t.co/5WiUTgrRUc",Negativa
8808,@Iberia Hola Iberia 👏🏻👏🏻👏🏻 a días de cumplir 90 años de su primer ✈️😍,Neutra
8809,@Ryanair Cofu ☀️🛫🏝#TravelThursday,Positiva
8810,Además de ineptos sois unos cínicos e impresentables! @Iberia  Me dijisteis que hoy llega mi bici y mi maleta y nad… https://t.co/2cT4yRK95j,Neutra
8811,"Documental sobre el accidente de Spanair del 20 de agosto de 2008 ✈️
https://t.co/CETXD5Vbga https://t.co/0D7PXyfjAd",Neutra
8812,@CHenares Vamos con Iberia,Negativa
8813,"@iberia xa q la gente sepaTuve 1problema al reservar 1vuelo,llame a su tlf(no gratuito)no m solucionaron nada,hable… https://t.co/8LBDHjJtWL",Negativa
8814,@VilaWeb @vueling Pero sois idotas todos o que os pasa? @vueling @iberia @IAG,Neutra
8815,@Iberia estrena en 2018 vuelos a San Francisco y Managua https://t.co/pKt5HnjDiq #Iberia #NuevosDestinos https://t.co/5uzTmkqTWG,Positiva
8816,"Con @Iberia, mi destino a un solo click. ¡Deseadme suerte! #HolaColombia. Hola 79 destinos europeos al mejor precio https://t.co/RB3jSUTp8M",Positiva
8817,"@Iberia son una vergüenza, después de haberme perdido el equipaje por 3 días fuera de mi país y habiendo tenido que… https://t.co/gg7Ceu5U31",Negativa
8818,"@Iberia gracias todo solucionado, un saludo",Positiva
8819,RT RobertoHermida: UltimaLlamada_ Iberia Y los tiran y todo https://t.co/E8lnWGnKZD,Negativa
8820,@Iberia SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MAL COBRADO TARDA… https://t.co/IitVQRlO41,Negativa
8821,@Iberia me gustaría saber cuando voy a poder recuperar mi maleta. Gracias.,Negativa
8822,"@aena @Iberia habiendo 6 cintas en la sala 11 de Barajas, tienen que hacer salir 3 vuelos por la misma cinta 5? Venga ya!",Negativa
8823,@x_lules siempre puedes pagar 100 euros más y viajar en Iberia xD,Neutra
8824,@Ryanair Gran Canaria’s #TravelThursday,Neutra
8825,"@Ryanair_ES @Ryanair Buenas, hace mes y medio presenté una reclamación por cancelación de vuelo a través de la web,… https://t.co/XR8nit1QoK",Negativa
8826,@carlesvilaseca Ya veras qué risas cuando cojas el ryanair a Roma y te pidan el Dni,Neutra
8827,"Descubre Shanghai, Vuelo Directo con Iberia, 5 días desde 963€ Tax Includ https://t.co/TGNoZallXC",Neutra
8828,"@Iberia Hola! Estoy intentando acceder a vuestra web con el ordenador, con el navegador del móvil y con vuestra app… https://t.co/h8HW5g5ish",Neutra
8829,"@Iberia Una alegría tremenda. Siento una gran emoción y un escalofrío me recorre el cuerpo. Tranquilos, os he perdonado los 7€ de la cena.",Neutra
8830,Vuela a Madrid desde Caracas com IBERIA ida y vuelta tarifa desde  30.000 .000 Bs F contacto Lic. Dennis Martínez 0… https://t.co/KCbttBfbbl,Neutra
8831,"@Iberia hola, les he escrito por mensaje directo por un problema con Iberia Plus. Gracias!",Negativa
8832,@Iberia @WonderTheMovie @Grupo_Envera_ RT POR FAVOR: PASAJEROS QUE IBERIA LES DEMORA LA DEVOLUCION DEL DINERO. JODA… https://t.co/BFuVs3QjK9,Negativa
8833,@DAVIDROMEROVARA @Uber @Uber_Support we need you now more than ever. Instead of protesting why not better your serv… https://t.co/D9lz1vlQiL,Negativa
8834,"Sin dudarlo, NY. 🌉🗽 https://t.co/Ql7EHFM5w2",Positiva
8835,Ryanair cobra una pasta por corregir erratas en los billetes de avión. No hay derecho. ¡Con lo poco que cobramos lo… https://t.co/cuAGFZCZuv,Negativa
8836,Q embusteros ... Iberia te luces cada vez más https://t.co/IWgWtmiKkN,Negativa
8837,Gracias a Ryanair por hacer que este día sea aún más largo 👍,Negativa
8838,"@Iberia @Iberia Si pudierais estudiar cómo mejorar la integración, sería genial. De momento me aprendo la lección,… https://t.co/tp8gfbamGg",Negativa
8839,@Iberia algo que decir al respecto? Todavía espero que me respondan... Puedo devolver mis billetes por motivo de la… https://t.co/j2CdWH0nax,Negativa
8840,Llego del vuelo de Iberia de Almería a Madrid. Voy a hacer el check in para Bs As por Iberia. Le entrego documentac… https://t.co/Qz6g7zq0UY,Negativa
8841,@Iberia Muchas gracias,Positiva
8842,Las víctimas reclaman en la Audiencia Nacional desclasificar los papeles del accidente de Spanair… https://t.co/sPYPxZ7Cb5,Neutra
8843,Esta es la nuestra @Lauri_Xiki https://t.co/47dxVlVfOa,Neutra
8844,Ryanair reconocerá a los sindicatos de pilotos para evitar un colapso de sus operaciones en Navidad… https://t.co/jrYHOAFoAZ,Positiva
8845,"@Iberia @lavecinarubia Si ,por favor las declaraciones de amor entre los  #rubijarena no  pueden quedarse en una ma… https://t.co/GWKJGhhubY",Positiva
8846,Iberia Express celebra su quinto aniversario con una oferta de 5.000 plazas a 5 euros https://t.co/eHBvB6J24K,Neutra
8847,"Hoy firmamos la renovación del #convenio de la @ULPGC con @Iberia, junto a Víctor Moneo, Director de Ventas España… https://t.co/ytYhrw6S2j",Neutra
8848,Estos son los #requisitos básicos exigidos por la aerolínea #Iberia para su tripulación de cabina: https://t.co/mQKnQuyAJP,Neutra
8849,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/i7p482SWun",Negativa
8850,@silvinamarq @Hyspasia Ni en pedo usaría AR para viajar y después comerme un paro que me cague la vida? Mejor vuelo con Iberia,Negativa
8851,@karlaiberia @bonassomiguel Un invitado de lujo!Excelente entrevista con gran señor.Saludos  desde Saltillo Karla Iberia😊,Negativa
8852,Só vendo... Ryanair agrees to recognise pilot unions https://t.co/xwIchT0dEe via @rte,Negativa
8853,Y aterrizó Iberia. 🔥🚒🚑✈,Positiva
8854,Iberia y Air Europa lanzan sus rebajas con vuelos a Europa desde 29 euros https://t.co/dQsFsMJOVe via @elpais_economia,Positiva
8855,Lufthansa arrebata a Ryanair el liderazgo en pasajeros en Europa https://t.co/AJITSMFna9 informa yovannablanco https://t.co/9dKH5zZ1Rs,Negativa
8856,@Jonas_bornes00 @Javierromero_00 @Iberia @Ryanair Creo q igual ryanair por ahorrarse dinero en un piloto te dejaría pilotar 😂😂,Negativa
8857,"@GuiaLowCost @Norwegian_ES ¡200 euros ida y vuelta, vuelos directos, maleta facturada incluida! No me emocionaba ta… https://t.co/zSUgikzIoV",Positiva
8858,Los pilotos de Ryanair desconvocan la huelga en Navidad tras el giro negociador de la ‘low cost’ https://t.co/7p1BaNYvY2 vía @indpcom,Positiva
8859,"Así fue el accidente del vuelo 5022 de Spanair, el más letal en España en 2 décadas [VIDEO] https://t.co/5e6SXlQOvD",Neutra
8860,@Iberia mi maleta se ha perdido en Madrid camino de Santiago y no tengo ninguna información y no me dais ninguna información,Negativa
8861,"Lafayette, New Iberia, Opelousas, Or Lake Charles? https://t.co/1G9jlfs135",Neutra
8862,Me gustó un video de @YouTube https://t.co/2aEp8tiyBh Karla Iberia Sánchez 3.6 Reportaje - Familia Mexicana en China,Positiva
8863,@British_Airways @British_Airways   Before flying BA/IBERIA ... RT/SHARE: POR FAVOR: PASAJEROS QUE IBERIA LES DEMOR… https://t.co/43RMkKUqUV,Negativa
8864,Marca de bajo costo de Iberia tiene en la mira a Colombia https://t.co/ZC8ZhECqM8,Neutra
8865,"Debute la nueva Premium economy de Iberia ya que costaba igual que turista. Asientos cómodos, pantalla grande y ser… https://t.co/kurjKUXXlC",Positiva
8866,"@Iberia tengo mi equipaje perdido desde hace 27 dias y sigo sin noticias, me podeis ayudar x aqui x favo? gracias",Negativa
8867,@prensacom Adonde? Quién se lo dio? IBERIA,Neutra
8868,Adoro los buenos deseos de Ryanair. Siempre otra!!! Despegamos 🛫 https://t.co/omDapk5cYN,Positiva
8869,@Iberia #HolaArgentina  seré el ganador @Iberia  me tengo una fe bárbara!!,Positiva
8870,"@irisoru jajajajaja ojala, pero ahora ryanair cobra hasta por las pequeñitas que no ocupan XD",Negativa
8871,"@Iberia No consigo cambiar el menú de mi reserva, ¿qué puedo hacer? Gracias :)",Negativa
8872,@Ryanair Alicante #TravelThursday,Negativa
8873,Samsung e Iberia sorprenden a los viajeros de un vuelo de Madrid a La Coruña con un «regalazo» https://t.co/6IOP7SkYlK vía @abc_es,Positiva
